,Unnamed: 0,title,community,hourseType,area,direction,fitment,elevator,floorInfo,position,price,area_positon
7729,7729,满五唯一免个税 双地铁口物业 2房2卫 单价低,桃苑公寓,2室1厅,65.86平米,南,精装,有电梯,高楼层(共16层)1993年建塔楼,南头,350.0,南山区
7730,7730,泰福苑 精装三房两卫 高楼层可看海景,泰福苑,3室2厅,87.56平米,南 北,精装,有电梯,高楼层(共31层)2012年建板塔结合,蛇口,680.0,南山区
7731,7731,海景广场 2室1厅 800万,海景广场,2室1厅,173.69平米,东北,其他,有电梯,高楼层(共33层)1996年建板塔结合,蛇口,800.0,南山区
7732,7732,深南花园深大地铁口户型方正南向电梯精装四房诚售,深南花园,4室2厅,130.1平米,南,其他,有电梯,中楼层(共34层)1996年建板塔结合,科技园,750.0,南山区
7733,7733,海境界 装修2房、客卧出阳台，保养很好，满2年 税费少,海境界家园一期,2室1厅,73.82平米,南,其他,有电梯,中楼层(共32层)2012年建板塔结合,蛇口,820.0,南山区
7734,7734,塘朗山脚下物业  小区自带两个游泳池 大阳台看全山景,十五峯花园,3室2厅,150.42平米,北,精装,有电梯,低楼层(共11层)2010年建板塔结合,西丽,1300.0,南山区
7735,7735,大南山脚下 南荔苑  南向一房 户型方正,南荔苑,1室0厅,35.68平米,南,其他,有电梯,高楼层(共18层)2008年建塔楼,南山中心,230.0,南山区
7736,7736,"海岸城商圈,南二外看花园3+1户型,小区车位24小时可停",海印长城,4室2厅,123.42平米,西 东北,简装,有电梯,中楼层(共17层)2003年建板塔结合,南山中心,1100.0,南山区
7737,7737,时代骄子  精装两居室 离桃园站地铁口400米,时代骄子大厦,2室1厅,65.94平米,西,精装,有电梯,高楼层(共31层)2003年建板塔结合,南山中心,370.0,南山区
7738,7738,世界之窗地铁口物业 适合住家 满五年家庭唯一,世界花园,4室2厅,102.04平米,南,其他,有电梯,中楼层(共7层)1996年建板塔结合,华侨城,630.0,南山区
7739,7739,通透型大4房 动静分区 附带90平米大露台,蔚蓝海岸3期,4室2厅,171.55平米,南,其他,有电梯,低楼层(共17层)2004年建板塔结合,后海,1788.0,南山区
7740,7740,鸣溪谷 精装修3房  南向 户型方正 看房方便,鸣溪谷,3室2厅,118.74平米,南,其他,有电梯,高楼层(共14层)2006年建板塔结合,蛇口,1680.0,南山区
7741,7741,方大成旁 一房一厅 南北通中间楼层 税费少 适合过度,高发公寓,1室1厅,36.49平米,南,其他,无电梯,中楼层(共7层)2001年建塔楼,华侨城,205.0,南山区
7742,7742,新一代 2004年阳光华艺开发 正规两房 满两年 装修好,新一代国际公寓,2室1厅,69.25平米,南 西南,其他,有电梯,低楼层(共31层)2004年建塔楼,后海,530.0,南山区
7743,7743,世纪假日广场 两房给您一个温馨的家 地铁口物业,世纪假日广场,2室2厅,89.79平米,南,其他,有电梯,低楼层(共34层)2009年建板塔结合,华侨城,583.7,南山区
7744,7744,龙瑞佳园山海津，西南向精装两房,山海津,2室1厅,68.29平米,西南,其他,有电梯,低楼层(共27层)2015年建塔楼,蛇口,408.0,南山区
7745,7745,四季丽晶 桃园地铁口 欢乐颂旁边 物业严格！,四季丽晶,2室1厅,30.19平米,东,其他,有电梯,低楼层(共28层)2011年建板塔结合,南头,244.0,南山区
7746,7746,振兴小区 小区中间位置 育才大两房南北通，双阳台设计,振兴小区,2室2厅,76平米,南 北,简装,无电梯,高楼层(共7层)1985年建板塔结合,蛇口,500.0,南山区
7747,7747,中润百分百公寓 2室1厅 420万,中润百分百公寓,2室1厅,59.48平米,南,其他,有电梯,中楼层(共25层)2001年建板塔结合,南山中心,420.0,南山区
7748,7748,【笋】南海大厦精装3房，南山地铁物业，拎包入住。,南海大厦,3室2厅,68.04平米,西北 东北,其他,有电梯,高楼层(共24层)2006年建塔楼,南山中心,520.0,南山区
7749,7749,鼎太二期，树木花草多，高实用率，高赠送入户,鼎太风华二期,2室1厅,40.37平米,东南,其他,有电梯,低楼层(共11层)板楼,前海,500.0,南山区
7750,7750,【笋】荔园大厦大二房，方正实用，红本在手，地铁物业,荔园大厦,2室2厅,86.02平米,北,简装,有电梯,低楼层(共23层)1995年建板塔结合,南山中心,430.0,南山区
7751,7751,云栖西岸 2室1厅 420万,云栖西岸,2室1厅,43.88平米,西,其他,有电梯,中楼层(共19层)2007年建板塔结合,前海,420.0,南山区
7752,7752,中信红树湾19栋朝北二房 业主诚心出售,中信红树湾北区,2室1厅,88.49平米,西北,其他,有电梯,中楼层(共28层)2008年建板楼,红树湾,1000.0,南山区
7753,7753,地铁物业满五年 一手业主 红本无欠款 交易方便快捷,海晖大厦,3室2厅,98.21平米,西北,简装,有电梯,低楼层(共33层)1994年建板塔结合,后海,520.0,南山区
7754,7754,汇宾广场，满五年，红本在手，看房子方便。,汇宾广场,3室1厅,99.29平米,东南,其他,有电梯,高楼层(共32层)2002年建板塔结合,南山中心,495.0,南山区
7755,7755,永安公寓 户型好 朝向好 采光通风不错,永安公寓,2室2厅,40.62平米,南 北,其他,其他,中楼层(共8层)1994年建塔楼,南山中心,280.0,南山区
7756,7756,前海自贸区山水情家园满五唯一税费少诚意出售,山水情家园,2室1厅,50.65平米,西北,其他,有电梯,中楼层(共7层)2002年建板塔结合,前海,400.0,南山区
7757,7757,兰丽花园 朝南两房 婚房装修  中间楼层 采光,兰丽花园,2室1厅,49.59平米,南,精装,无电梯,低楼层(共7层)1997年建板塔结合,南头,290.0,南山区
7758,7758,南海玫瑰花园二期 复式2层 送一层顶楼大花园 红本满5,南海玫瑰花园二期,2室1厅,125.52平米,南,精装,有电梯,高楼层(共18层)2005年建板楼,蛇口,2000.0,南山区
7759,7759,半山海景兰溪谷国际公寓 2室1厅 850万,半山海景兰溪谷国际公寓,2室1厅,83.17平米,西北,其他,有电梯,中楼层(共31层)2010年建塔楼,蛇口,850.0,南山区
7760,7760,龙瑞佳园精装看山景方正两房 端头位置 满两年 税费少,山海津,2室1厅,69.7平米,西南 西北,简装,有电梯,高楼层(共27层)2015年建塔楼,蛇口,440.0,南山区
7761,7761,阳光海景豪苑 2室1厅 445万,阳光海景豪苑,2室1厅,78.21平米,东北,其他,有电梯,低楼层(共31层)2002年建塔楼,科技园,445.0,南山区
7762,7762,桑泰丹华 复式 自住精装修 朝南采光明亮,桑泰丹华,4室2厅,142.98平米,南,其他,有电梯,低楼层(共24层)2008年建塔楼,大学城,1400.0,南山区
7763,7763,紫竹园 2室1厅 400万,紫竹园,2室1厅,55平米,南,其他,无电梯,高楼层(共8层)1988年建板塔结合,蛇口,400.0,南山区
7764,7764,来福士旁 总价低的3房 满五年深圳只有一套，红本在手,怡海广场,3室2厅,109.61平米,东南,其他,有电梯,33层1997年建塔楼,南山中心,590.0,南山区
7765,7765,半岛城邦二期，一本证，南北通透四房！,半岛城邦花园二期,4室2厅,139.96平米,南,其他,有电梯,低楼层(共30层)2009年建板塔结合,蛇口,1450.0,南山区
7766,7766,南光城市花园 2室1厅 260万,南光城市花园,2室1厅,39.4平米,东北,其他,有电梯,中楼层(共32层)2009年建板塔结合,南山中心,260.0,南山区
7767,7767,复式户型，上下两层面积一样大，办公居住咸宜,海岸时代公寓,3室1厅,83.96平米,南,其他,有电梯,中楼层(共31层)2008年建板塔结合,南头,390.0,南山区
7768,7768,大新地铁站300米 前海金岸 优质单房 朝西南 采光好,前海金岸,1室0厅,27.65平米,西南,其他,有电梯,中楼层(共28层)2008年建塔楼,南头,182.0,南山区
7769,7769,向南瑞峰花园 3室2厅 520万,向南瑞峰花园,3室2厅,64.2平米,西,其他,有电梯,高楼层(共31层)2011年建板塔结合,南山中心,520.0,南山区
7770,7770,位置安静，看花园，精装拎包入住,中信红树湾北区,4室2厅,217.49平米,东南,精装,有电梯,低楼层(共30层)2009年建板楼,红树湾,2580.0,南山区
7771,7771,海雅百货 金钟大厦 正南向 精装修 中间楼层 标准两房,金钟大厦,2室1厅,67.68平米,南,其他,有电梯,中楼层(共30层)2003年建板塔结合,南山中心,560.0,南山区
7772,7772,锦绣花园二期精装修4房 安静看小区 拎包入住！,锦绣花园二期,4室1厅,177.65平米,东南,其他,有电梯,低楼层(共28层)2001年建板塔结合,华侨城,1500.0,南山区
7773,7773,万象新园 3室2厅 630万,万象新园,3室2厅,102.43平米,东南,其他,有电梯,高楼层(共33层)2002年建板塔结合,南山中心,630.0,南山区
7774,7774,嘉南美地 2室1厅 420万,嘉南美地,2室1厅,64.97平米,北,其他,有电梯,高楼层(共19层)2005年建板塔结合,南头,420.0,南山区
7775,7775,月亮湾花园 4室1厅 745万,月亮湾花园,4室1厅,135.84平米,东南,其他,无电梯,低楼层(共7层)1995年建板塔结合,前海,745.0,南山区
7776,7776,星海名城三期两房，带三个阳台，安静看小区,星海名城三期,2室2厅,79.69平米,西,其他,有电梯,低楼层(共28层)2004年建板塔结合,前海,620.0,南山区
7777,7777,深蓝季节 1室1厅 285万,深蓝季节,1室1厅,35.58平米,东,其他,有电梯,高楼层(共32层)2007年建塔楼,后海,285.0,南山区
7778,7778,欧陆经典 4室1厅 660万,欧陆经典,4室1厅,108.17平米,南 北,其他,有电梯,低楼层(共11层)2005年建塔楼,西丽,660.0,南山区
7779,7779,星海名城精装南向2居室，安静看花园，中间楼层,星海名城一期六组团,2室1厅,69.83平米,东南 南,其他,有电梯,中楼层(共9层)2000年建板塔结合,前海,520.0,南山区
7780,7780,天海花园 3室2厅 960万,天海花园,3室2厅,109.16平米,南 北,其他,无电梯,中楼层(共7层)1997年建板楼,后海,960.0,南山区
7781,7781,官龙名苑 2室1厅 355万,官龙名苑,2室1厅,59.56平米,西北,其他,有电梯,中楼层(共30层)2011年建板楼,大学城,355.0,南山区
7782,7782,地铁7号线 深云站 南向实用大两房 靠山空气好,佳兆业香瑞园二期,2室2厅,83.83平米,南,其他,有电梯,中楼层(共12层)2008年建板楼,西丽,570.0,南山区
7783,7783,来福士 花园社区 可改3房户型 满五年 安静,康乐园,2室2厅,75.52平米,东南,其他,无电梯,7层1993年建板楼,南山中心,480.0,南山区
7784,7784,滨福庭园 南北通 精装4房 安静位置 南山外国语,滨福庭园,4室2厅,129.67平米,南,其他,有电梯,低楼层(共16层)2005年建板塔结合,科技园,1450.0,南山区
7785,7785,港湾生活小区 2室1厅 348万,港湾生活小区,2室1厅,62.5平米,南,其他,其他,高楼层(共7层)1988年建暂无数据,前海,348.0,南山区
7786,7786,福满园新上大三房，满五不唯一，业主自住,福满园,3室1厅,96.29平米,东南,其他,有电梯,低楼层(共15层)2002年建板塔结合,南山中心,580.0,南山区
7787,7787,龙佳园 2室2厅 330万,龙佳园,2室2厅,59.68平米,东北,其他,无电梯,中楼层(共6层)2005年建板塔结合,南山中心,330.0,南山区
7788,7788,中新街 精装方正两房 通风采光佳,中新街社区,2室2厅,53.78平米,南,其他,精装,中楼层(共10层)1985年建板塔结合,华侨城,455.0,南山区
7789,7789,祥棋花园低密度  环境好  满两年 税费少,祥祺花园,3室1厅,93.35平米,南,其他,无电梯,低楼层(共6层)1997年建板塔结合,白石洲,580.0,南山区
7790,7790,名家富居 精装三房  拎包入住 安静不吵,名家富居,3室2厅,120.65平米,东北,其他,有电梯,中楼层(共32层)2007年建塔楼,南头,1320.0,南山区
7791,7791,【笋】荔园大厦罕见背街户型大三房放出，看房方便！,荔园大厦,3室2厅,97.06平米,东北,其他,有电梯,低楼层(共23层)1995年建板塔结合,南山中心,510.0,南山区
7792,7792,深南花园 深大地铁口 高楼层 精装修自住,深南花园,3室2厅,132.11平米,南 北,其他,有电梯,高楼层(共34层)1995年建板塔结合,科技园,750.0,南山区
7793,7793,碧海天南向两房 高楼层 精装修拎包入住  满五年,碧海天家园,2室1厅,75.06平米,南,其他,有电梯,高楼层(共9层)2001年建板塔结合,后海,630.0,南山区
7794,7794,海月花园二期 4室2厅 1400万,海月花园二期,4室2厅,167.73平米,东南,其他,有电梯,低楼层(共25层)2003年建板塔结合,蛇口,1400.0,南山区
7795,7795,假日湾2房  朝南  户型方正   诚心出售,假日湾,2室2厅,78.31平米,南 西南,其他,有电梯,低楼层(共27层)2004年建板塔结合,华侨城,680.0,南山区
7796,7796,向南西海花园 2室1厅 515万,向南西海花园,2室1厅,79.68平米,东南,其他,有电梯,11层2002年建板塔结合,南山中心,515.0,南山区
7797,7797,金桃园大厦 2室1厅 500万,金桃园大厦,2室1厅,87.25平米,东南 南,其他,有电梯,高楼层(共20层)2004年建塔楼,南头,500.0,南山区
7798,7798,钜建大厦 3室1厅 460万,钜建大厦,3室1厅,87.44平米,北,其他,有电梯,中楼层(共24层)1994年建塔楼,后海,460.0,南山区
7799,7799,后海花园 3室2厅 700万,后海花园,3室2厅,125.95平米,东南,其他,有电梯,中楼层(共25层)2002年建板塔结合,后海,700.0,南山区
7800,7800,四海宜家 4室2厅 1200万,四海宜家,4室2厅,157.48平米,南 北,精装,有电梯,高楼层(共21层)2007年建板塔结合,蛇口,1200.0,南山区
7801,7801,滨海之窗 3室2厅 1400万,滨海之窗,3室2厅,104.62平米,东北,其他,有电梯,低楼层(共31层)2004年建塔楼,后海,1400.0,南山区
7802,7802,地铁7号线桃源村站  三房双卫  产权满五红本 安静,俊峰丽舍,3室2厅,107.43平米,北,其他,有电梯,中楼层(共18层)2004年建板塔结合,西丽,730.0,南山区
7803,7803,1期经典三房 3阳台赠送 安静实用,蔚蓝海岸1期,3室2厅,76.32平米,西北,精装,有电梯,低楼层(共18层)2001年建板塔结合,后海,730.0,南山区
7804,7804,雷圳碧榕湾 2室2厅 630万,雷圳碧榕湾,2室2厅,81.02平米,南,其他,有电梯,高楼层(共16层)2009年建板塔结合,前海,630.0,南山区
7805,7805,学城绿园 3室2厅 570万,学城绿园,3室2厅,96.74平米,南 北,其他,其他,中楼层(共7层)2002年建板楼,大学城,570.0,南山区
7806,7806,港湾生活小区 2室1厅 380万,港湾生活小区,2室1厅,63.3平米,南,其他,其他,高楼层(共7层)1989年建板塔结合,前海,380.0,南山区
7807,7807,时代骄子大厦 带空中花园 高楼层 标准三房 视野开阔,时代骄子大厦,3室2厅,93.01平米,西南,简装,有电梯,中楼层(共31层)2003年建板塔结合,南山中心,540.0,南山区
7808,7808,深圳湾总部基地旁 中信红树湾高层 全新精装东南看海景,中信红树湾北区,1室1厅,55.38平米,东南,精装,有电梯,中楼层(共28层)2008年建板楼,红树湾,530.0,南山区
7809,7809,伍兹公寓 总价低 看花园 楼下就是海上世界,伍兹公寓,4室2厅,174.94平米,南,其他,有电梯,低楼层(共28层)2012年建板塔结合,蛇口,1800.0,南山区
7810,7810,泛海拉菲花园 2室2厅 680万,泛海拉菲花园,2室2厅,77.76平米,西,其他,有电梯,中楼层(共18层)2009年建板塔结合,前海,680.0,南山区
7811,7811,安静四房（已改成为3房）满两年  1梯2户 业主诚意卖,蔚蓝海岸1期,4室2厅,118.58平米,西南 东北,精装,有电梯,中楼层(共10层)2000年建板塔结合,后海,1180.0,南山区
7812,7812,京光海景花园，后海大三房，拎包入住，视野好,京光海景花园,3室2厅,126.69平米,东北,其他,有电梯,中楼层(共32层)1995年建塔楼,后海,660.0,南山区
7813,7813,海印长城，诚心出售，装修很好，安静看花园，正规两房,海印长城,2室1厅,74.89平米,北,其他,有电梯,中楼层(共22层)2002年建板塔结合,南山中心,780.0,南山区
7814,7814,松坪村菊苑 3室2厅 480万,松坪村菊苑,3室2厅,76.53平米,南,其他,其他,高楼层(共7层)1995年建板塔结合,科技园,480.0,南山区
7815,7815,俊峰丽舍 3室2厅 740万,俊峰丽舍,3室2厅,106.95平米,南,其他,有电梯,低楼层(共18层)2004年建板塔结合,西丽,740.0,南山区
7816,7816,城市山林 3室1厅 1100万,城市山林,3室1厅,110.99平米,南,简装,有电梯,中楼层(共26层)2007年建板塔结合,南山中心,1100.0,南山区
7817,7817,前海花园三期 4室2厅 850万,前海花园三期,4室2厅,125.39平米,南 西南,其他,有电梯,中楼层(共16层)2004年建板塔结合,前海,850.0,南山区
7818,7818,学子荔园 2室2厅 450万,学子荔园,2室2厅,71.02平米,南,简装,无电梯,低楼层(共6层)2006年建板楼,大学城,450.0,南山区
7819,7819,海印长城 南向二房 社区大 车位充足 配套完善,海印长城,2室2厅,80.35平米,南,其他,有电梯,低楼层(共17层)2002年建板塔结合,南山中心,790.0,南山区
7820,7820,华侨城总价Zui低两房 满五年 业主诚心卖,中新街社区,2室1厅,77.24平米,南,其他,其他,低楼层(共6层)1989年建板塔结合,华侨城,470.0,南山区
7821,7821,南水小区 双阳台两房 满两年 红本在手 诚心出售,南水小区,2室1厅,78.69平米,南,其他,无电梯,低楼层(共7层)1991年建板塔结合,蛇口,500.0,南山区
7822,7822,雷圳碧榕湾 2室2厅 630万,雷圳碧榕湾,2室2厅,82.24平米,南,其他,有电梯,高楼层(共15层)2009年建板塔结合,前海,630.0,南山区
7823,7823,7号线 西丽龙辉花园中间楼层三房 户型方正 得房率高,龙辉花园,3室2厅,86.85平米,南,其他,无电梯,中楼层(共7层)2003年建板楼,西丽,460.0,南山区
7824,7824,汇景豪苑 4室2厅 950万,汇景豪苑,4室2厅,176.52平米,南,其他,有电梯,低楼层(共32层)2000年建板塔结合,科技园,950.0,南山区
7825,7825,南山后海后海公馆优质好房满五年唯一税费少看房方便,后海公馆,3室2厅,104.13平米,东南 西南,其他,有电梯,低楼层(共28层)2008年建板塔结合,蛇口,1260.0,南山区
7826,7826,南园枫叶国际广场，精装两房，红本在手，2014年小区,南园枫叶国际广场,2室1厅,41.17平米,东南,其他,有电梯,低楼层(共31层)2014年建板塔结合,南山中心,245.0,南山区
7827,7827,半岛城邦花园二期 3室2厅 1300万,半岛城邦花园二期,3室2厅,120.45平米,南,其他,有电梯,中楼层(共30层)2009年建板塔结合,蛇口,1300.0,南山区
7828,7828,光彩新天地 1室1厅 240万,光彩新天地,1室1厅,52.78平米,南,其他,有电梯,中楼层(共26层)2005年建板塔结合,南山中心,240.0,南山区
7829,7829,华侨城大两房 看高尔夫景 居住舒适 双面采光好房,侨城馨苑,2室2厅,86.93平米,南,其他,有电梯,低楼层(共31层)2010年建板塔结合,白石洲,580.0,南山区
7830,7830,怡海广场 2室1厅 450万,怡海广场,2室1厅,90.37平米,东南,其他,有电梯,33层1996年建塔楼,南山中心,450.0,南山区
7831,7831,科技园豪方花园 大两居阳光充足 赠送大露台,豪方花园,2室2厅,95.24平米,南 北,其他,无电梯,高楼层(共7层)1998年建板楼,科技园,620.0,南山区
7832,7832,花园城三期 4室2厅 1200万,花园城三期,4室2厅,104.03平米,南 北,其他,有电梯,低楼层(共9层)2006年建板塔结合,蛇口,1200.0,南山区
7833,7833,翠薇园 2室1厅 529万,翠薇园,2室1厅,58.5平米,南,其他,无电梯,中楼层(共7层)1989年建板楼,蛇口,529.0,南山区
7834,7834,首地容御 2室1厅 980万,首地容御,2室1厅,88.49平米,南,其他,有电梯,中楼层(共32层)2011年建板塔结合,华侨城,980.0,南山区
7835,7835,彩虹居 3室1厅 550万,彩虹居,3室1厅,94.6平米,东 西,其他,无电梯,中楼层(共8层)1998年建板塔结合,南头,550.0,南山区
7836,7836,百富大厦南山区 1室1厅 260万,百富大厦南山区,1室1厅,37.21平米,北,其他,有电梯,低楼层(共24层)2004年建板塔结合,南山中心,260.0,南山区
7837,7837,前海新房 背山面海 安静美宅 赠送2个房间，媲美120平,港湾生活小区,4室2厅,89.02平米,南,其他,其他,中楼层(共11层)2016年建板塔结合,前海,660.0,南山区
7838,7838,后海名苑居南区，电梯房，地段位置优越,后海名苑居南区,2室1厅,81.36平米,东,其他,有电梯,中楼层(共8层)2000年建板塔结合,后海,480.0,南山区
7839,7839,海岸明珠园 1室1厅 390万,海岸明珠园,1室1厅,43.14平米,北,其他,有电梯,高楼层(共26层)2003年建塔楼,南山中心,390.0,南山区
7840,7840,大新地铁300米内大三房，满五不唯一、红本在手,金桃园大厦,3室2厅,119.74平米,西,其他,有电梯,中楼层(共20层)2004年建板塔结合,南头,590.0,南山区
7841,7841,名家富居 经典两房 满五唯一 厅出阳台,名家富居,2室2厅,73.58平米,东北,其他,有电梯,高楼层(共31层)2007年建塔楼,南头,660.0,南山区
7842,7842,双育才，蛇口鸣溪谷，少有二房单价低，看山景车位充足,鸣溪谷,2室1厅,71.68平米,西南 西,其他,有电梯,中楼层(共8层)2006年建板塔结合,蛇口,725.0,南山区
7843,7843,全明户型方正实用，精装修大两房，业主诚意出售,仓前锦福苑,2室2厅,70.57平米,南,精装,无电梯,高楼层(共7层)2000年建板塔结合,南头,365.0,南山区
7844,7844,广物花园 正规三方，户型方正。,广物花园,3室2厅,106.09平米,南 北,其他,无电梯,中楼层(共7层)1995年建板楼,蛇口,820.0,南山区
7845,7845,博林天瑞精装三房 看塘朗山景观 业主诚心卖 看房方便,博林天瑞,3室2厅,129.4平米,西南,其他,精装,中楼层(共46层)2016年建板塔结合,大学城,1100.0,南山区
7846,7846,百仕达红树西岸 2室2厅 1750万,百仕达红树西岸,2室2厅,116.98平米,西南,其他,有电梯,中楼层(共31层)2006年建板楼,红树湾,1750.0,南山区
7847,7847,满两年税费少 地铁口物业 业主诚心出售 2房可改小3房,天源大厦,2室2厅,82.19平米,南,其他,有电梯,高楼层(共18层)1999年建板塔结合,南山中心,435.0,南山区
7848,7848,鼎太风华七期 2室1厅 600万,鼎太风华七期,2室1厅,67.35平米,南,其他,有电梯,中楼层(共11层)2009年建板塔结合,前海,600.0,南山区
7849,7849,天朗风清正规两房中间楼层 满五唯一 看小区安静,天朗风清,2室1厅,66.5平米,东北,其他,有电梯,中楼层(共18层)2005年建板塔结合,前海,530.0,南山区
7850,7850,文德福花园 4室2厅 1150万,文德福花园,4室2厅,139.47平米,南 北,精装,有电梯,中楼层(共11层)2000年建板塔结合,后海,1150.0,南山区
7851,7851,宝能华府 4室2厅 960万,宝能华府,4室2厅,117.9平米,南,其他,有电梯,中楼层(共32层)2013年建板楼,大学城,960.0,南山区
7852,7852,南园枫叶国际广场 2室1厅 255万,南园枫叶国际广场,2室1厅,41.02平米,东南,其他,有电梯,高楼层(共31层)2014年建板塔结合,南山中心,255.0,南山区
7853,7853,自贸区门口 鼎太风华七期带70平米地下室 朝南向看花园,鼎太风华七期,3室1厅,70.33平米,南,其他,有电梯,低楼层(共11层)2009年建板塔结合,前海,665.0,南山区
7854,7854,海怡东南向两房，小区正中位置，高楼层看花园,海怡东方花园,2室2厅,82.46平米,南,其他,有电梯,高楼层(共31层)2004年建板塔结合,科技园,1120.0,南山区
7855,7855,星海名城二期 地铁口房源 住家气氛浓厚,星海名城二期八组团,3室1厅,111.23平米,北,简装,有电梯,中楼层(共16层)2002年建板塔结合,前海,730.0,南山区
7856,7856,海雅商圈 海典居三改四房 满五年红本,海典居,4室1厅,92.08平米,东,精装,有电梯,中楼层(共21层)1999年建板塔结合,南山中心,540.0,南山区
7857,7857,南向四房两卫格局，精装修拎包入住1梯两户高楼层,星海名城一期三组团,4室1厅,120.75平米,东南,其他,有电梯,中楼层(共9层)2000年建板塔结合,前海,890.0,南山区
7858,7858,汉京山 3室1厅 760万,汉京山,3室1厅,87.63平米,东南,其他,有电梯,高楼层(共33层)2010年建板塔结合,南山中心,760.0,南山区
7859,7859,阳光里雅居 少见三房大阳台 样板房装修 诚心出售满二,阳光里雅居,3室2厅,82.3平米,东南,其他,有电梯,中楼层(共31层)2013年建板塔结合,南山中心,795.0,南山区
7860,7860,佳兆业香瑞园位置安静大三房视野开阔,佳兆业香瑞园二期,3室1厅,124.01平米,北,其他,有电梯,中楼层(共12层)2008年建板楼,西丽,980.0,南山区
7861,7861,龙辉花园 3室1厅 430万,龙辉花园,3室1厅,81.66平米,南,其他,无电梯,高楼层(共7层)2003年建板楼,西丽,430.0,南山区
7862,7862,此房业主自住 保养好 税费少 朝南视野好 诚心出售,荔枝苑,3室1厅,84.26平米,南,其他,无电梯,高楼层(共7层)1989年建板塔结合,华侨城,545.0,南山区
7863,7863,公园道 2室1厅 508万,公园道,2室1厅,81平米,东北,其他,有电梯,高楼层(共25层)2013年建板楼,南山中心,508.0,南山区
7864,7864,天地峰景 3室2厅 790万,天地峰景,3室2厅,104.16平米,南,其他,有电梯,高楼层(共15层)2006年建板楼,西丽,790.0,南山区
7865,7865,锦隆花园 4室2厅 910万,锦隆花园,4室2厅,130.34平米,南 北,其他,有电梯,中楼层(共8层)1999年建板塔结合,科技园,910.0,南山区
7866,7866,南光城市花园 2室1厅 350万,南光城市花园,2室1厅,41.31平米,东,其他,有电梯,中楼层(共32层)2009年建板塔结合,南山中心,350.0,南山区
7867,7867,米兰公寓 1室2厅 380万,米兰公寓,1室2厅,43.09平米,东南,其他,有电梯,中楼层(共18层)2005年建板塔结合,蛇口,380.0,南山区
7868,7868,阳光里雅居，方正四居室，东向，自住，配套齐全,阳光里雅居,4室2厅,65.45平米,东,精装,有电梯,高楼层(共31层)2013年建板塔结合,南山中心,680.0,南山区
7869,7869,润城花园 2室2厅 500万,润城花园,2室2厅,82.22平米,东南,其他,有电梯,中楼层(共11层)2004年建板塔结合,西丽,500.0,南山区
7870,7870,凯德公园1号 2室1厅 710万,凯德公园1号,2室1厅,89.06平米,南,其他,无电梯,中楼层(共24层)2016年建板塔结合,南山中心,710.0,南山区
7871,7871,精装南北通透三房 户型方正采光好 南外未锁定,通讯小区,3室1厅,86.63平米,南 北,其他,无电梯,中楼层(共8层)1997年建板塔结合,科技园,720.0,南山区
7872,7872,缘来居 2室1厅 460万,缘来居,2室1厅,74.53平米,南,其他,有电梯,中楼层(共15层)2007年建板塔结合,科技园,460.0,南山区
7873,7873,金地国际公寓 3室2厅 800万,金地国际公寓,3室2厅,87.86平米,南,其他,有电梯,高楼层(共26层)2015年建板楼,科技园,800.0,南山区
7874,7874,海月花园二期 3室2厅 855万,海月花园二期,3室2厅,95.01平米,南,其他,有电梯,中楼层(共11层)2003年建板塔结合,蛇口,855.0,南山区
7875,7875,大社区三房， 适合居家，随时可看,蔚蓝海岸2期,3室2厅,117.04平米,北,其他,有电梯,低楼层(共29层)2002年建塔楼,后海,1050.0,南山区
7876,7876,居家两房，户型方正，一梯两户。,招商名仕花园,2室1厅,75.24平米,南 北,其他,无电梯,中楼层(共6层)1997年建板塔结合,后海,580.0,南山区
7877,7877,雷圳碧榕湾 2室2厅 600万,雷圳碧榕湾,2室2厅,82.37平米,东南,其他,有电梯,高楼层(共16层)2009年建板塔结合,前海,600.0,南山区
7878,7878,前海自贸区旁  新德家园 一号线大新地铁站口 温馨两房,新德家园,2室1厅,47.09平米,西,其他,有电梯,高楼层(共32层)2007年建塔楼,前海,358.0,南山区
7879,7879,嘉南美地，户型方正，高层视野好,嘉南美地,2室1厅,48.46平米,北,其他,有电梯,高楼层(共18层)2005年建板塔结合,南头,320.0,南山区
7880,7880,带大露台三房，户型方正通透，楼层合适，上育才三中,兰园大厦,3室2厅,93.5平米,南,其他,无电梯,低楼层(共7层)1991年建板塔结合,蛇口,550.0,南山区
7881,7881,城市山林 4室2厅 1500万,城市山林,4室2厅,139.64平米,南 北,其他,有电梯,低楼层(共21层)2008年建板塔结合,南山中心,1500.0,南山区
7882,7882,康乐大厦 满五唯一 户型方正 桃园站南山站 诚心出售,康乐大厦,2室1厅,76.66平米,东北,其他,有电梯,中楼层(共28层)1996年建板塔结合,南山中心,420.0,南山区
7883,7883,苏豪名厦 2室2厅 420万,苏豪名厦,2室2厅,93.36平米,东,其他,有电梯,中楼层(共28层)2000年建板塔结合,南头,420.0,南山区
7884,7884,华府假日大厦 3室1厅 519万,华府假日大厦,3室1厅,88.83平米,东南,其他,有电梯,低楼层(共28层)2006年建板塔结合,蛇口,519.0,南山区
7885,7885,高楼层，看花园，大两房，近前海自贸区，地铁口物业,椰风海岸,2室1厅,78.61平米,北 东北,其他,有电梯,高楼层(共14层)2004年建板塔结合,前海,570.0,南山区
